"K","a_pun","a_rew","deviance","omega_f","omega_p","theta"
0.0112924373773249,0.147720676965841,0.930946584367297,127.652858220751,2.01497732922009,4.59848687842858,1
0.0142814538673209,0.155098547263033,0.91196708197272,125.498659015601,2.00118714497217,5.31588490395226,1
0.0151591406524984,0.185263541472105,0.925766710567035,125.75326027187,2.09349267469086,3.90964224820353,1
0.0262605778575423,0.170638299894512,0.92183687127984,127.048131160865,2.56019990704904,2.41510947256496,1
0.0290151702582513,0.126457619895509,0.888385978730623,132.249263310418,2.97898789264144,2.89882414793229,1
0.0194840598424485,0.127806763592511,0.851130129950547,133.922761028145,1.977680263467,3.46933568190884,1
0.0256965023880137,0.15260726654084,0.908049734399406,126.81582062788,2.4622768873615,3.24374218425938,1
0.0174632824089207,0.217265245205911,0.977456556207491,125.281959514052,3.79643104642721,3.53123467246363,1
0.0174474687731019,0.210268168460801,0.925369916614124,130.526939682188,3.62916831811628,1.8244648294481,1
0.057059921169519,0.220517506024575,0.900542672539866,136.299635840429,2.38370803826882,3.4087764594298,1
0.0534488590034816,0.205414822193895,0.898557837347537,134.367007956266,2.12392354587704,3.40918124513828,1
0.0520343281283769,0.132578473010722,0.907606922839264,142.120183441192,1.22909142356233,3.19400913755301,1
0.0644496288101203,0.12670091975985,0.915363854391225,137.509570927792,2.67242063439442,1.84503082432188,1
0.0611266215551932,0.211436675313064,0.999235782555016,132.765678098202,2.7655531063489,1.91726351808445,1
0.0647066993162434,0.205351586242012,0.916765972618358,134.821848582462,2.70298790620599,2.42895349160998,1
0.0662512141658945,0.218012825075263,0.926598600244213,136.372154399012,2.50036298335183,2.89225522395228,1
0.0648007983891884,0.190415045551409,0.910640773898386,134.540243814585,2.4036208409576,2.22114571675541,1
0.087478561313564,0.179749817769219,0.89355091650685,138.827044804558,2.26738900387656,2.19378799807426,1
0.0578502728306422,0.173712443620797,0.944860467801769,132.373695844945,2.1983026964508,2.76673499520938,1
0.0556681145264353,0.196505672982693,0.931788677934171,133.718247677966,1.87239615802866,3.02896958586346,1
0.0186028770677591,0.21058849623677,0.932040987980736,126.015069300132,3.62292315751767,3.42975817077984,1
0.0117098095212359,0.168673870089273,0.897328478220372,123.896610565578,3.31582850610027,4.48400761821748,1
0.00873476492790445,0.198949608144113,0.89300787606791,122.555893811911,2.85570254149643,6.09545176343636,1
0.0114238670893975,0.221964026389296,0.969109864570696,121.672942166123,2.93714068824825,5.7429618387252,1
0.0132919465262448,0.22459556519346,0.993921483266531,122.679797315101,2.99851836001143,4.1778814734987,1
0.0156812505885629,0.228749322286967,0.94943244758156,124.473399207311,3.22430341777099,4.97121403494567,1
0.0104982230805171,0.238404515812219,0.886596494288303,127.743800878166,3.58716276070745,6.75483005329704,1
0.00732534476506638,0.205464302297907,0.893290690764006,124.336838187106,3.57903326930164,7.88903547191682,1
0.00338671056729307,0.162634966541903,0.946244060302232,126.162101660619,3.63779709099667,5.32046224798578,1
0.00972922443205467,0.153530074222012,0.960059778491927,124.442963028055,2.12633191489068,5.35679414992137,1
0.0177543428516919,0.208131236602215,0.925586337484443,125.337354006537,2.28233748374347,3.77559749711965,1
0.0170787631783098,0.170222326364251,0.943342211053916,123.882064794517,2.2024006148412,6.11788264989968,1
0.016471279797292,0.177664274225899,0.90762986309579,125.812178035009,2.10714337547985,3.90312841922593,1
0.0216209023185992,0.143671330904243,0.984037106539178,124.52885971393,2.48962746239968,3.82256800124362,1
