"K","a_pun","a_rew","deviance","omega_f","omega_p","theta"
0.751093159660586,0.0347898801144555,0.435418304446259,221.568611632055,3.38929599380354,-0.638491830384704,1
3.06195192710197,0.0796584520275619,0.168463095276704,226.684736353177,3.02053164196848,2.06682747870977,1
4.61126849637089,0.0629985022355377,0.0866456334345217,223.770515551165,2.78315823364495,2.17658012911624,1
6.6085923073434,0.018885960525585,0.235896857463193,218.889424927641,3.63142604480282,2.25241113069387,1
2.05922912137635,0.0210618224398873,0.203155844584677,221.028076053589,3.35689354135326,-0.290031880318156,1
1.79840413697764,0.0642388069004874,0.409389862312042,221.54734156024,2.49263460091417,-0.315658611463788,1
3.95261445914962,0.0375356796235294,0.493989806736407,221.077431070272,3.15608867530927,0.464565093835061,1
1.77781385834372,0.0319124146747872,0.246935455625112,218.726094843703,3.18684372624855,0.410604425822106,1
7.77698140086483,0.0455217362158436,0.328124024366945,219.251481885879,2.94728224713461,1.86094307489084,1
4.95215747638109,0.0460994787740629,0.265206911394954,220.130315530267,2.09445877807318,2.62159723538773,1
1.30666230580704,0.00845979038871115,0.276207219926993,229.542167151623,1.88783561092617,0.453884320208935,1
4.88502608531631,0.076195756426507,0.785915568829347,226.050406258,2.52103674990848,-0.164189418932094,1
1.66830933976383,0.0518588370841765,0.820924131159141,228.089252525513,3.02522042850315,-0.162963148970023,1
0.499362668320756,0.0625866135901932,0.589550371673776,222.550889477963,2.88242971938979,-0.238009240620985,1
6.08321738404144,0.0746151849547416,0.643191110025299,227.004474338866,3.13308032703574,-4.04208707896661,1
6.61531316714172,0.0980107283455273,0.793017049179585,227.474059958334,2.34860319962226,0.044814505750006,1
4.77252614072429,0.0297623067619578,0.777273661244958,227.014821001382,2.57984318432139,1.43969406986193,1
5.42422267825194,0.0407576686639285,0.563038742800919,221.429366358641,2.75421144728627,0.15465227073766,1
4.02807155707202,0.0895821387655949,0.549248481454552,226.695271596988,3.08694969707446,-2.44586068348944,1
2.62886744651243,0.040797834999853,0.738802781433061,228.299814214254,3.33788780609161,0.128009279564822,1
0.653852750523878,0.014293012009666,0.0535369972954982,222.735953175182,4.28236256970989,0.331896737861638,1
2.03829670832974,0.0122304165823194,0.232265914161615,222.33776794348,2.93307608450729,0.232241234947631,1
1.60328514134833,0.0286288888329091,0.237338258366691,221.189094697721,3.76590847152971,-0.584666902409025,1
2.69910097699003,0.0259305599770051,0.185416743605454,220.282960808563,3.9499510414542,0.423618481739693,1
4.25609457997675,0.0229083594139261,0.148775981363137,221.328981605844,3.03902823367796,0.142037870981667,1
5.06620065862421,0.0540980167910943,0.435215716482018,220.524433576337,3.00620073982781,-0.0991866749660626,1
1.51965682036512,0.0491533746774099,0.297511789324856,220.489851818618,3.06811089832701,-0.308328998342796,1
2.72213397153933,0.0237396654173084,0.238131106571527,218.971254789336,3.60966292508102,0.842218751623797,1
2.73978458473757,0.0296162540676532,0.256796768400999,219.624262384756,2.28503520124928,1.79882151253538,1
3.17373097216378,0.0314118977606291,0.341697413539457,221.293522220181,1.94903622325465,1.9879578307443,1
1.04752493400182,0.0287576048056341,0.24511782595307,222.68108529216,2.3010944041926,1.98777728274293,1
0.990084736033533,0.0211312071260243,0.149917677909266,222.955674824245,1.7392752814378,1.16263664886409,1
0.134470533050879,0.0777955922411689,0.282706238420165,217.949758875024,1.61755145356933,1.36037215966067,1
0.0626826103980423,0.0945729070879586,0.237760638956375,216.696075363679,0.731682225499521,3.34927824785841,1
0.0294203838185349,0.0162451762854469,0.235408334169544,216.778902027362,1.1883725040138,3.39808954967319,1
0.0467640100921635,0.0123734728308241,0.12269891943961,216.378383433096,2.51574957970557,3.28885424342934,1
