"K","a_pun","a_rew","deviance","omega_f","omega_p","theta"
0.0637515967629839,0.406362218059975,0.836587766179048,327.433831745263,0.0343604795336464,3.63017533376714,1
0.041188302313507,0.432572510289794,0.82256060925508,326.506955676486,-0.147986114840863,5.31097128484281,1
0.0401808559529953,0.432932196002441,0.822293402337338,325.797689332282,-0.0708257681861214,5.02052658716638,1
0.0330674489413191,0.191667873716567,0.926323844546677,325.915285357878,0.0508807094001384,5.07290218792461,1
0.0323960775210644,0.350553953606008,0.821734656548594,325.423486509341,-0.0437762259084337,5.19725606934945,1
0.037655333054208,0.0977210652122182,0.0916446616010322,327.878651618087,-0.182337335889911,5.31108668163706,1
0.0364952580718595,0.023020011599505,0.121418569441722,333.716746186945,0.793871982098657,5.35379687125138,1
0.0260782652408327,0.0570643925562405,0.173010141168281,330.013657930423,0.52066662234445,4.14065495801737,1
0.0391837741923569,0.218004614006576,0.342850081538846,327.491973804045,-0.190100560602405,4.46296011170255,1
0.050073971457676,0.303783674096052,0.456206045681139,328.689750250633,-0.221660631145486,4.91048845852964,1
0.0484064515635063,0.416416359155351,0.693790909666359,327.796980394874,-0.311605209494618,4.34369554320327,1
0.0429340681787846,0.644373539191197,0.761744938413528,325.989174316012,-0.0684925790560394,3.90670345028835,1
0.0529605040350862,0.63362868825147,0.391137728441659,327.920977708829,0.0413457564985643,3.45841977772248,1
0.0599876142543899,0.480511249582933,0.794465838732632,327.383070312868,-0.096593519448865,3.28595893002027,1
0.067865310064002,0.209987179402627,0.425424087686325,329.687421363643,0.255497574833977,2.72864292849695,1
0.0526669331930576,0.140006056166909,0.695426136430688,330.482160845933,0.0686140318778317,2.78085368956984,1
0.0661407344710834,0.397792725080462,0.673004964416899,328.078584273324,-0.0317957855667574,3.86555274924303,1
0.0563209824618882,0.66651298190382,0.708334744662905,326.889659793185,-0.157761414611637,3.62523359873978,1
0.071866420090673,0.363634996771779,0.55830928331167,330.08982589693,-0.238374281699416,3.1323022365644,1
0.0639740010262679,0.186840780972101,0.358640885057126,330.009922960264,-0.253574806112879,4.37535857914744,1
0.039336883078315,0.00636391872637272,0.179099414849265,326.333058769755,-0.673075232422254,5.39381790985172,1
0.0429120201912504,0.0143110171373648,0.465664412073465,327.037467041829,-0.659226811269991,5.40477487139029,1
0.0394432002393846,0.00748234259456333,0.249353523882202,326.188477008511,-0.492113606488802,4.8057746783719,1
0.0355783198705895,0.0205229433736101,0.344603345799479,326.935507437828,0.125421232719614,4.67416317345012,1
0.0299480812162075,0.22465359384052,0.149600748436223,328.306003266003,0.35350222545448,5.47441238722873,1
0.0209818293098745,0.503393947369348,0.689659410043673,343.368851245953,0.805107102400674,3.46210546299612,1
0.0445774318364718,0.365902068598404,0.707783673415244,336.667927426047,0.659594499652087,2.48537461468106,1
0.0714005425715703,0.152109269374193,0.853594994190774,332.419232623004,0.454818614233238,2.4013237866345,1
0.0563686181757381,0.165473426458513,0.747293743510451,331.028803847674,0.148797527456367,2.57220042893429,1
0.0450935710686744,0.714820820458804,0.772046468836736,329.490144813409,-0.108888366557493,3.16704142406465,1
0.0719605966486226,0.238230497754182,0.254804270763675,329.13914191441,-0.0177075155542736,3.36566609167555,1
0.0489607109749595,0.428303227516929,0.664021227367002,328.496545407308,-0.30626534813945,3.95641810731794,1
0.0570050784841288,0.0690213064720239,0.496476693901729,327.647773160461,-0.0313968188534449,3.64164304557405,1
0.0820959672668067,0.964759113124545,0.515730220474595,333.40698262122,-0.333245981266458,3.08660247453162,1
0.0666452633530669,0.714839438300881,0.633856872193042,328.415151900374,-0.0740687338135712,3.92123979832382,1
0.0292083787241474,0.392744512077982,0.667379200976796,326.029853288585,-0.0734974147463675,6.04126447832967,1
0.0256358201676921,0.0928307714248381,0.245644673905053,327.125270332574,-0.0925522432578932,6.43788954180174,1
0.0242500195489832,0.0420348743549199,0.714231053474414,327.256117825998,-0.130329131609655,7.15912371489282,1
0.0263665671627226,0.319597567931849,0.945889369675452,325.890776928004,-0.145830909358074,6.04765281396489,1
0.026790874578396,0.439403862832968,0.96684597022113,328.53378835842,-0.38297332738686,6.50216102517015,1
0.0270038208933853,0.46909800396614,0.684575581879175,326.350882926214,0.118285044119678,6.12857344604824,1
0.0211435107009318,0.2414730432998,0.902151209824973,327.32260274813,0.326540414055124,5.19271584745751,1
0.0215515026573191,0.0912179996268947,0.328153588212997,326.700836549989,0.319926327968905,6.27196639559803,1
0.0208642499173229,0.0564604014612684,0.885947406789149,327.583159560723,-0.163199516006311,6.2979900291412,1
0.043305893710845,0.948818640494657,0.931674632863277,326.986199467164,-0.205673041795254,3.74433835381553,1
0.0358778472859867,0.628403555378118,0.971291329201885,331.213092825948,0.261188020892722,3.27582840712672,1
0.0753216658689961,0.16912335300681,0.288852703213897,335.956096762684,0.351501671335411,4.08495027697617,1
0.0238216220741702,0.328726893364817,0.298306592210358,326.468061515689,0.145090566198628,5.90214694333139,1
0.0269222922561109,0.284150026890848,0.636630336627096,325.755279734544,0.150601412499657,5.50093013541447,1
0.0261980298734423,0.191973493041865,0.979833006232238,328.30549975359,-0.226283999596047,5.29989709284369,1
0.0308517850153438,0.0748108826410885,0.112364740863958,327.05081952997,-0.133140727782726,5.27289510747878,1
0.025620766041083,0.4827463588696,0.239813190610039,327.495848775723,0.246873194841167,5.22854976740506,1
0.0273002456598403,0.482966746864426,0.482480138521921,328.326372257849,0.291685657021435,4.19605683194098,1
0.0406403360694936,0.63275213727878,0.815682937362579,333.486295942988,0.419298173803282,4.02273723175586,1
0.0399469903475053,0.507422701156278,0.574813498642765,326.303119525766,-0.0955243080491714,4.23291474713553,1
0.0441643016758046,0.716713856066338,0.918158133561975,327.573982867017,0.103293436957154,4.62450589701312,1
0.0225976485747526,0.669917612621949,0.792321959875106,325.501246554889,-0.0192553598166154,5.8564061282575,1
0.0230840282547128,0.696247801956999,0.400667647343807,327.360924284352,0.238038758690209,5.84550745709415,1
0.0206928849500065,0.133623490262229,0.153030604431327,330.155846432036,0.680627211050765,5.77608435540948,1
0.0116432892385474,0.154257022997487,0.68612338013255,331.719037059988,0.91017103583412,7.61915064601881,1
0.0127479979567,0.153843304775625,0.243342219591167,329.243671271736,0.12724779871815,7.39310666049256,1
0.0190422808476093,0.28524619342078,0.97684973874175,326.649704011867,0.0399436120731999,8.3959688616158,1
0.0135525753990855,0.47626292126486,0.202035151635754,329.163592268115,0.503520055718118,8.71835637589623,1
0.0176562651917662,0.654321579715761,0.266095197335563,329.965457648729,0.456842202515904,7.99037474084863,1
0.0176328565491906,0.348983432419226,0.252904875206997,330.469463544536,0.636342496993091,7.08673211316225,1
0.0185640720619979,0.408935777634464,0.308300948107189,333.051078761195,-0.249118822448604,5.53734641951253,1
0.0267534111408435,0.141501583620173,0.673942809207195,327.651019570115,-0.236382115915708,5.88958621969,1
0.0252460294789094,0.291386679835915,0.624892394587566,327.193821415559,-0.199641421294118,6.20720223098633,1
0.0289889723017885,0.595851769355086,0.444261192100777,331.003260919391,0.0905844818951649,3.57615836295201,1
0.0413591263298461,0.504497501821797,0.67040676207408,325.942953793403,0.0641833661662438,4.23150239238791,1
0.0551121440566902,0.883815622151604,0.807687677561032,333.426340188735,0.0608733272609712,2.45975529325951,1
0.0752375017877115,0.202022984267726,0.958375269702314,329.634907905677,-0.12170457487977,2.94099822497739,1
0.0715783287129884,0.0628793150831211,0.95123035597728,333.389226067449,-0.335551569007862,2.68408615351226,1
0.071845858734805,0.0286399136145988,0.987739290076725,332.812024625025,0.167095355189171,3.91984539912602,1
0.0697102479379676,0.380911731848846,0.964793054420331,330.383949354017,0.179253832258341,2.67869051238051,1
0.0853686155320545,0.383923187684726,0.724189630015969,332.156563061991,0.193743008325348,2.47662594000789,1
0.113365668992466,0.279197270741506,0.33898387954344,333.979158568196,0.0676998503919831,2.92447105146555,1
0.125231119351792,0.1573369859966,0.367210551818145,337.457142410067,0.262954090692743,3.01642886812391,1
0.12731176384331,0.394691434543777,0.504997221564493,336.890754971221,-0.44791098518445,3.20423057249123,1
0.065330279237868,0.0047702482245985,0.97416095060969,328.486869275822,-0.0431609519289746,3.30804749015505,1
0.0569417716022717,0.93815472399582,0.368049099036248,333.486290284263,0.468320953615512,3.56343110039503,1
0.0618007110115434,0.56397070610651,0.322149865135439,328.650070153359,-0.0187166635927136,3.66943711479491,1
0.0498770704033498,0.158025321606253,0.378069676148012,327.201201783718,0.226637929419963,3.56004281481857,1
0.0487735989113984,0.21511151415823,0.0761666959285688,328.599689473671,0.106950925414081,4.04460068315844,1
0.0584799806255114,0.0562159877228297,0.0897748989503815,328.119931451595,-0.102023447744164,3.67761594081804,1
0.0639095130152754,0.105176026625337,0.287729345167259,328.608062395948,-0.00304507032503742,3.2120660157599,1
0.0735432513607871,0.149765634852989,0.120924918275641,331.066808770606,-0.307618229057205,3.08988027337417,1
0.0577809753174475,0.143740910773759,0.0252413804361878,330.697269149111,0.0702887896529858,4.3783252985106,1
0.0221107197315009,0.480364859532198,0.927217040938592,327.65563390803,0.266982296673498,5.31244869654831,1
0.0456674576324401,0.991000112412227,0.366605371395152,328.865108065117,-0.0124832175063097,4.18426278457591,1
0.0309338164405685,0.89973447266365,0.908853763007786,327.43076367624,-0.0481191717896722,4.03883100415095,1
0.0434097328633476,0.719443805616137,0.764443963307911,325.559240720113,-0.0355457233854309,4.241657616306,1
0.0406170710177512,0.661802767732762,0.39626352368752,328.085823088382,0.00323021889378221,3.65869799369656,1
0.0472061314792863,0.584990831999815,0.398504324092975,330.582886375888,0.0201204523341648,5.23069612737416,1
0.0253455694122842,0.528954700045128,0.964853977178584,327.09929182176,0.148544491825924,6.53751898003993,1
0.0200570935969363,0.711755031494533,0.560817518968064,329.833830430878,0.346546723296952,5.24450330059537,1
0.0246131106665951,0.606164916364398,0.488874521613533,328.200949179144,-0.0605242148686214,4.84234739173742,1
0.04893686557033,0.783663596396554,0.39667628295075,329.29796527195,-0.1421460966045,4.72421489496975,1
0.0411265347098306,0.996696397793835,0.445172996596418,328.437414978956,0.0568250775714235,4.7326467300749,1
0.0433793926458374,0.0372638986610766,0.591274938590911,327.471155377697,-0.556427618440574,4.79653848463179,1
