"trial","deckA","deckB","deckC","deckD","wins","losses","subjID","deck","net"
43,0,1,0,0,100,0,"05",2,100
44,0,1,0,0,100,0,"05",2,100
45,0,1,0,0,100,0,"05",2,100
46,0,1,0,0,100,0,"05",2,100
47,0,1,0,0,100,0,"05",2,100
48,0,1,0,0,100,0,"05",2,100
49,0,1,0,0,100,0,"05",2,100
50,0,1,0,0,100,0,"05",2,100
51,0,1,0,0,100,0,"05",2,100
52,0,1,0,0,100,0,"05",2,100
53,0,1,0,0,100,0,"05",2,100
54,0,1,0,0,100,0,"05",2,100
55,0,1,0,0,100,0,"05",2,100
56,0,1,0,0,100,-1250,"05",2,-1150
57,0,0,0,1,50,0,"05",4,50
58,0,0,0,1,50,0,"05",4,50
59,0,0,0,1,50,0,"05",4,50
60,0,0,0,1,50,0,"05",4,50
61,0,0,0,1,50,0,"05",4,50
62,0,0,0,1,50,0,"05",4,50
63,0,0,0,1,50,0,"05",4,50
64,0,1,0,0,100,0,"05",2,100
65,0,1,0,0,100,-1250,"05",2,-1150
66,0,0,0,1,50,0,"05",4,50
67,0,0,0,1,50,0,"05",4,50
68,0,0,0,1,50,0,"05",4,50
69,0,0,0,1,50,0,"05",4,50
70,0,0,0,1,50,0,"05",4,50
71,0,0,0,1,50,0,"05",4,50
72,0,0,0,1,50,0,"05",4,50
73,0,0,0,1,50,-250,"05",4,-200
74,0,1,0,0,100,0,"05",2,100
75,0,1,0,0,100,0,"05",2,100
76,0,1,0,0,100,0,"05",2,100
77,0,1,0,0,100,0,"05",2,100
78,0,1,0,0,100,0,"05",2,100
79,0,1,0,0,100,0,"05",2,100
80,0,1,0,0,100,0,"05",2,100
81,0,1,0,0,100,0,"05",2,100
82,0,1,0,0,100,0,"05",2,100
83,0,1,0,0,100,0,"05",2,100
84,0,1,0,0,100,0,"05",2,100
85,0,1,0,0,100,0,"05",2,100
86,0,0,0,1,50,0,"05",4,50
87,0,0,0,1,50,0,"05",4,50
88,0,0,0,1,50,0,"05",4,50
89,0,0,0,1,50,0,"05",4,50
90,0,0,0,1,50,0,"05",4,50
91,0,1,0,0,100,0,"05",2,100
92,0,1,0,0,100,-1250,"05",2,-1150
93,0,0,0,1,50,-250,"05",4,-200
94,0,1,0,0,100,0,"05",2,100
95,0,1,0,0,100,0,"05",2,100
96,0,1,0,0,100,0,"05",2,100
97,0,1,0,0,100,0,"05",2,100
98,0,1,0,0,100,0,"05",2,100
99,0,1,0,0,100,0,"05",2,100
100,0,1,0,0,100,0,"05",2,100
101,0,1,0,0,100,0,"05",2,100
102,0,1,0,0,100,0,"05",2,100
103,0,0,0,1,50,0,"05",4,50
104,0,0,0,1,50,0,"05",4,50
105,0,0,0,1,50,0,"05",4,50
106,0,0,0,1,50,0,"05",4,50
107,0,0,0,1,50,0,"05",4,50
108,0,0,0,1,50,0,"05",4,50
109,0,0,0,1,50,0,"05",4,50
110,0,0,0,1,50,0,"05",4,50
111,0,0,0,1,50,0,"05",4,50
112,0,1,0,0,100,0,"05",2,100
113,0,0,0,1,50,0,"05",4,50
114,0,1,0,0,100,0,"05",2,100
115,0,1,0,0,100,-1250,"05",2,-1150
116,0,0,0,1,50,0,"05",4,50
117,0,0,0,1,50,0,"05",4,50
118,0,0,0,1,50,0,"05",4,50
119,0,0,0,1,50,0,"05",4,50
120,0,1,0,0,100,0,"05",2,100
121,0,1,0,0,100,0,"05",2,100
122,0,1,0,0,100,0,"05",2,100
123,0,1,0,0,100,0,"05",2,100
124,0,1,0,0,100,0,"05",2,100
125,0,1,0,0,100,0,"05",2,100
126,0,1,0,0,100,0,"05",2,100
127,0,1,0,0,100,0,"05",2,100
128,0,1,0,0,100,0,"05",2,100
129,0,1,0,0,100,0,"05",2,100
130,0,1,0,0,100,0,"05",2,100
131,0,0,0,1,50,0,"05",4,50
132,0,0,0,1,50,0,"05",4,50
133,0,0,0,1,50,0,"05",4,50
134,0,0,0,1,50,-250,"05",4,-200
135,0,0,0,1,50,-250,"05",4,-200
136,0,1,0,0,100,-1250,"05",2,-1150
137,0,0,1,0,50,-50,"05",3,0
138,0,1,0,0,100,0,"05",2,100
139,0,1,0,0,100,0,"05",2,100
140,0,1,0,0,100,0,"05",2,100
141,0,1,0,0,100,-1250,"05",2,-1150
142,0,0,0,1,50,0,"05",4,50
143,0,0,0,1,50,0,"05",4,50
144,0,0,0,1,50,0,"05",4,50
145,0,0,0,1,50,0,"05",4,50
146,0,1,0,0,100,0,"05",2,100
147,0,1,0,0,100,0,"05",2,100
148,0,1,0,0,100,0,"05",2,100
149,0,1,0,0,100,0,"05",2,100
150,0,1,0,0,100,0,"05",2,100
1,0,1,0,0,100,0,"06",2,100
2,1,0,0,0,100,-250,"06",1,-150
3,0,0,1,0,50,0,"06",3,50
4,0,0,0,1,50,-250,"06",4,-200
5,1,0,0,0,100,-200,"06",1,-100
6,0,1,0,0,100,0,"06",2,100
7,0,1,0,0,100,0,"06",2,100
8,0,0,1,0,50,0,"06",3,50
9,0,0,0,1,50,0,"06",4,50
10,1,0,0,0,100,0,"06",1,100
11,0,1,0,0,100,0,"06",2,100
12,1,0,0,0,100,0,"06",1,100
13,0,0,1,0,50,-50,"06",3,0
14,0,0,0,1,50,0,"06",4,50
15,1,0,0,0,100,-150,"06",1,-50
16,0,1,0,0,100,0,"06",2,100
17,0,0,0,1,50,0,"06",4,50
18,0,0,1,0,50,0,"06",3,50
19,1,0,0,0,100,-300,"06",1,-200
20,0,0,0,1,50,0,"06",4,50
21,0,1,0,0,100,0,"06",2,100
22,0,1,0,0,100,0,"06",2,100
23,0,1,0,0,100,-1250,"06",2,-1150
24,1,0,0,0,100,0,"06",1,100
25,0,0,1,0,50,0,"06",3,50
26,0,1,0,0,100,0,"06",2,100
27,1,0,0,0,100,0,"06",1,100
28,0,0,0,1,50,0,"06",4,50
29,0,0,1,0,50,-50,"06",3,0
30,0,1,0,0,100,0,"06",2,100
31,1,0,0,0,100,0,"06",1,100
32,0,1,0,0,100,0,"06",2,100
33,0,0,0,1,50,0,"06",4,50
34,1,0,0,0,100,-350,"06",1,-250
35,0,1,0,0,100,-1250,"06",2,-1150
36,0,0,1,0,50,-50,"06",3,0
37,0,0,0,1,50,0,"06",4,50
38,0,0,0,1,50,0,"06",4,50
39,1,0,0,0,100,-250,"06",1,-150
40,0,0,1,0,50,-50,"06",3,0
41,0,1,0,0,100,0,"06",2,100
42,0,0,0,1,50,0,"06",4,50
43,0,0,1,0,50,0,"06",3,50
44,1,0,0,0,100,0,"06",1,100
45,0,1,0,0,100,0,"06",2,100
46,0,0,0,1,50,0,"06",4,50
47,0,0,1,0,50,-50,"06",3,0
48,1,0,0,0,100,0,"06",1,100
49,0,1,0,0,100,0,"06",2,100
50,0,0,0,1,50,-250,"06",4,-200
51,1,0,0,0,100,-150,"06",1,-50
52,0,0,1,0,50,-50,"06",3,0
53,0,1,0,0,100,0,"06",2,100
54,0,1,0,0,100,0,"06",2,100
55,1,0,0,0,100,-200,"06",1,-100
56,0,0,0,1,50,0,"06",4,50
57,0,1,0,0,100,0,"06",2,100
58,0,0,0,1,50,0,"06",4,50
59,0,0,1,0,50,-50,"06",3,0
60,0,1,0,0,100,0,"06",2,100
61,0,0,0,1,50,0,"06",4,50
62,0,1,0,0,100,0,"06",2,100
63,1,0,0,0,100,-300,"06",1,-200
64,0,0,0,1,50,0,"06",4,50
65,0,1,0,0,100,0,"06",2,100
66,0,1,0,0,100,0,"06",2,100
67,0,0,0,1,50,0,"06",4,50
68,0,1,0,0,100,0,"06",2,100
69,0,1,0,0,100,0,"06",2,100
70,0,0,0,1,50,0,"06",4,50
71,0,1,0,0,100,0,"06",2,100
72,0,1,0,0,100,0,"06",2,100
73,0,0,0,1,50,0,"06",4,50
74,0,1,0,0,100,-1250,"06",2,-1150
75,0,0,1,0,50,-50,"06",3,0
76,1,0,0,0,100,0,"06",1,100
77,0,1,0,0,100,0,"06",2,100
78,1,0,0,0,100,0,"06",1,100
79,0,1,0,0,100,0,"06",2,100
80,1,0,0,0,100,-350,"06",1,-250
81,0,1,0,0,100,0,"06",2,100
82,0,1,0,0,100,0,"06",2,100
83,0,1,0,0,100,0,"06",2,100
84,1,0,0,0,100,0,"06",1,100
85,0,1,0,0,100,0,"06",2,100
86,1,0,0,0,100,0,"06",1,100
87,0,1,0,0,100,0,"06",2,100
88,0,1,0,0,100,0,"06",2,100
89,1,0,0,0,100,-250,"06",1,-150
90,0,1,0,0,100,-1250,"06",2,-1150
91,1,0,0,0,100,0,"06",1,100
92,1,0,0,0,100,0,"06",1,100
93,1,0,0,0,100,0,"06",1,100
94,1,0,0,0,100,-350,"06",1,-250
95,0,1,0,0,100,0,"06",2,100
96,0,1,0,0,100,0,"06",2,100
97,0,1,0,0,100,0,"06",2,100
98,1,0,0,0,100,0,"06",1,100
99,0,1,0,0,100,0,"06",2,100
100,1,0,0,0,100,-150,"06",1,-50
101,0,1,0,0,100,0,"06",2,100
102,1,0,0,0,100,-300,"06",1,-200
103,0,1,0,0,100,0,"06",2,100
104,0,1,0,0,100,0,"06",2,100
105,0,1,0,0,100,0,"06",2,100
106,0,1,0,0,100,0,"06",2,100
107,1,0,0,0,100,-200,"06",1,-100
108,0,1,0,0,100,0,"06",2,100
109,0,1,0,0,100,0,"06",2,100
110,0,1,0,0,100,0,"06",2,100
111,0,1,0,0,100,-1250,"06",2,-1150
112,1,0,0,0,100,0,"06",1,100
113,1,0,0,0,100,0,"06",1,100
114,1,0,0,0,100,0,"06",1,100
115,1,0,0,0,100,0,"06",1,100
116,0,1,0,0,100,0,"06",2,100
117,0,1,0,0,100,0,"06",2,100
118,1,0,0,0,100,0,"06",1,100
119,1,0,0,0,100,-300,"06",1,-200
120,0,1,0,0,100,0,"06",2,100
121,0,1,0,0,100,0,"06",2,100
122,0,1,0,0,100,0,"06",2,100
123,1,0,0,0,100,-250,"06",1,-150
124,0,1,0,0,100,0,"06",2,100
125,0,1,0,0,100,-1250,"06",2,-1150
126,0,1,0,0,100,0,"06",2,100
127,0,1,0,0,100,0,"06",2,100
128,0,1,0,0,100,0,"06",2,100
129,0,1,0,0,100,0,"06",2,100
130,0,1,0,0,100,0,"06",2,100
131,1,0,0,0,100,-350,"06",1,-250
132,0,1,0,0,100,0,"06",2,100
133,0,1,0,0,100,0,"06",2,100
134,0,1,0,0,100,-1250,"06",2,-1150
135,0,1,0,0,100,0,"06",2,100
136,0,1,0,0,100,0,"06",2,100
137,0,1,0,0,100,0,"06",2,100
138,0,1,0,0,100,0,"06",2,100
139,0,1,0,0,100,0,"06",2,100
140,0,1,0,0,100,0,"06",2,100
141,1,0,0,0,100,-150,"06",1,-50
142,0,1,0,0,100,0,"06",2,100
143,1,0,0,0,100,-200,"06",1,-100
144,0,1,0,0,100,0,"06",2,100
145,0,1,0,0,100,0,"06",2,100
146,0,1,0,0,100,0,"06",2,100
147,0,1,0,0,100,0,"06",2,100
148,0,1,0,0,100,0,"06",2,100
149,1,0,0,0,100,-250,"06",1,-150
150,0,1,0,0,100,0,"06",2,100
1,0,1,0,0,100,0,"07",2,100
2,0,1,0,0,100,0,"07",2,100
3,0,1,0,0,100,0,"07",2,100
4,0,1,0,0,100,0,"07",2,100
5,0,0,0,1,50,0,"07",4,50
6,0,0,1,0,50,-50,"07",3,0
7,1,0,0,0,100,-300,"07",1,-200
8,0,1,0,0,100,-1250,"07",2,-1150
9,0,1,0,0,100,0,"07",2,100
10,0,1,0,0,100,0,"07",2,100
11,0,1,0,0,100,0,"07",2,100
12,0,1,0,0,100,0,"07",2,100
13,0,1,0,0,100,0,"07",2,100
14,0,1,0,0,100,0,"07",2,100
15,0,1,0,0,100,0,"07",2,100
16,1,0,0,0,100,-250,"07",1,-150
17,0,0,1,0,50,-50,"07",3,0
18,0,0,0,1,50,0,"07",4,50
19,0,1,0,0,100,0,"07",2,100
20,0,1,0,0,100,0,"07",2,100
21,0,1,0,0,100,0,"07",2,100
22,0,1,0,0,100,0,"07",2,100
23,0,1,0,0,100,0,"07",2,100
24,0,1,0,0,100,0,"07",2,100
25,0,1,0,0,100,-1250,"07",2,-1150
26,0,1,0,0,100,0,"07",2,100
27,0,1,0,0,100,0,"07",2,100
28,0,1,0,0,100,0,"07",2,100
29,0,1,0,0,100,0,"07",2,100
30,0,1,0,0,100,0,"07",2,100
31,0,1,0,0,100,0,"07",2,100
32,0,1,0,0,100,0,"07",2,100
33,0,1,0,0,100,0,"07",2,100
34,0,1,0,0,100,-1250,"07",2,-1150
35,0,1,0,0,100,0,"07",2,100
36,0,1,0,0,100,0,"07",2,100
37,0,1,0,0,100,0,"07",2,100
38,0,1,0,0,100,0,"07",2,100
39,0,1,0,0,100,0,"07",2,100
40,0,1,0,0,100,0,"07",2,100
41,0,1,0,0,100,0,"07",2,100
42,0,1,0,0,100,0,"07",2,100
43,0,1,0,0,100,0,"07",2,100
44,0,1,0,0,100,-1250,"07",2,-1150
45,1,0,0,0,100,0,"07",1,100
46,1,0,0,0,100,-350,"07",1,-250
47,1,0,0,0,100,-200,"07",1,-100
48,1,0,0,0,100,0,"07",1,100
49,1,0,0,0,100,-150,"07",1,-50
50,0,0,1,0,50,0,"07",3,50
51,0,0,1,0,50,-50,"07",3,0
52,0,0,1,0,50,-50,"07",3,0
53,0,0,1,0,50,0,"07",3,50
54,0,0,1,0,50,0,"07",3,50
55,0,0,1,0,50,0,"07",3,50
56,0,0,0,1,50,0,"07",4,50
57,0,0,0,1,50,0,"07",4,50
58,0,0,0,1,50,0,"07",4,50
59,0,0,0,1,50,0,"07",4,50
60,0,0,0,1,50,0,"07",4,50
61,0,0,0,1,50,0,"07",4,50
62,0,0,0,1,50,-250,"07",4,-200
63,0,0,1,0,50,0,"07",3,50
64,0,0,1,0,50,-50,"07",3,0
65,0,0,1,0,50,-50,"07",3,0
66,0,0,1,0,50,0,"07",3,50
67,0,0,1,0,50,0,"07",3,50
68,0,0,1,0,50,0,"07",3,50
69,0,0,1,0,50,0,"07",3,50
70,0,0,1,0,50,0,"07",3,50
71,0,0,1,0,50,-50,"07",3,0
72,0,0,1,0,50,-50,"07",3,0
73,0,0,1,0,50,-50,"07",3,0
74,0,0,1,0,50,-50,"07",3,0
75,0,0,1,0,50,-50,"07",3,0
76,0,0,1,0,50,-50,"07",3,0
77,0,0,1,0,50,0,"07",3,50
78,0,0,1,0,50,0,"07",3,50
79,0,0,1,0,50,-50,"07",3,0
80,0,0,1,0,50,-50,"07",3,0
81,0,0,1,0,50,0,"07",3,50
82,0,0,1,0,50,0,"07",3,50
83,0,0,1,0,50,0,"07",3,50
84,0,0,1,0,50,-50,"07",3,0
85,0,0,1,0,50,0,"07",3,50
86,0,0,1,0,50,0,"07",3,50
87,0,0,1,0,50,0,"07",3,50
88,0,0,0,1,50,0,"07",4,50
89,0,1,0,0,100,0,"07",2,100
90,0,1,0,0,100,0,"07",2,100
91,0,1,0,0,100,0,"07",2,100
92,0,1,0,0,100,0,"07",2,100
93,0,1,0,0,100,-1250,"07",2,-1150
94,0,1,0,0,100,0,"07",2,100
95,0,1,0,0,100,0,"07",2,100
96,0,1,0,0,100,0,"07",2,100
97,0,1,0,0,100,0,"07",2,100
98,0,1,0,0,100,0,"07",2,100
99,0,1,0,0,100,0,"07",2,100
100,0,1,0,0,100,0,"07",2,100
101,0,0,1,0,50,-50,"07",3,0
102,0,0,1,0,50,0,"07",3,50
103,0,0,1,0,50,-50,"07",3,0
104,0,0,1,0,50,-50,"07",3,0
105,0,0,1,0,50,-50,"07",3,0
106,0,0,1,0,50,0,"07",3,50
107,0,0,1,0,50,-50,"07",3,0
108,0,0,1,0,50,0,"07",3,50
109,0,0,1,0,50,0,"07",3,50
110,0,0,1,0,50,-50,"07",3,0
111,0,0,1,0,50,-50,"07",3,0
112,0,0,1,0,50,-50,"07",3,0
113,0,0,1,0,50,-50,"07",3,0
114,0,0,1,0,50,0,"07",3,50
115,0,0,1,0,50,-50,"07",3,0
116,0,0,1,0,50,0,"07",3,50
117,0,0,1,0,50,0,"07",3,50
118,0,0,1,0,50,-50,"07",3,0
119,0,0,1,0,50,0,"07",3,50
120,0,0,1,0,50,-50,"07",3,0
121,0,0,0,1,50,0,"07",4,50
122,0,0,0,1,50,0,"07",4,50
123,0,0,0,1,50,0,"07",4,50
124,0,0,0,1,50,-250,"07",4,-200
125,0,0,0,1,50,0,"07",4,50
126,0,0,0,1,50,0,"07",4,50
127,0,0,0,1,50,0,"07",4,50
128,0,0,1,0,50,0,"07",3,50
129,0,0,1,0,50,-50,"07",3,0
130,0,0,1,0,50,0,"07",3,50
131,0,0,1,0,50,0,"07",3,50
132,0,0,1,0,50,0,"07",3,50
133,0,0,1,0,50,-50,"07",3,0
134,0,0,1,0,50,-50,"07",3,0
135,0,0,1,0,50,0,"07",3,50
136,0,0,1,0,50,-50,"07",3,0
137,0,0,1,0,50,-50,"07",3,0
138,0,0,1,0,50,-50,"07",3,0
139,0,0,1,0,50,-50,"07",3,0
140,0,0,1,0,50,0,"07",3,50
141,0,0,1,0,50,-50,"07",3,0
142,0,0,1,0,50,0,"07",3,50
143,0,0,1,0,50,0,"07",3,50
144,0,0,1,0,50,0,"07",3,50
145,0,0,1,0,50,-50,"07",3,0
146,0,0,1,0,50,-50,"07",3,0
147,0,0,1,0,50,0,"07",3,50
148,0,0,1,0,50,-50,"07",3,0
149,0,0,1,0,50,0,"07",3,50
150,0,0,1,0,50,0,"07",3,50
1,0,0,1,0,50,0,"08",3,50
2,0,1,0,0,100,0,"08",2,100
3,1,0,0,0,100,0,"08",1,100
4,0,0,0,1,50,0,"08",4,50
5,0,0,1,0,50,0,"08",3,50
6,0,1,0,0,100,0,"08",2,100
7,1,0,0,0,100,-150,"08",1,-50
8,0,0,0,1,50,0,"08",4,50
9,0,0,0,1,50,0,"08",4,50
10,0,0,1,0,50,-50,"08",3,0
11,0,1,0,0,100,0,"08",2,100
12,0,0,0,1,50,0,"08",4,50
13,1,0,0,0,100,0,"08",1,100
14,0,0,0,1,50,-250,"08",4,-200
15,0,0,1,0,50,-50,"08",3,0
16,0,0,1,0,50,-50,"08",3,0
17,0,0,1,0,50,-50,"08",3,0
18,1,0,0,0,100,0,"08",1,100
19,0,1,0,0,100,0,"08",2,100
20,1,0,0,0,100,0,"08",1,100
21,0,0,0,1,50,0,"08",4,50
22,0,0,1,0,50,-50,"08",3,0
23,1,0,0,0,100,-200,"08",1,-100
24,0,1,0,0,100,0,"08",2,100
25,0,0,0,1,50,0,"08",4,50
26,0,1,0,0,100,0,"08",2,100
27,0,0,1,0,50,0,"08",3,50
28,0,1,0,0,100,-1250,"08",2,-1150
29,0,0,0,1,50,0,"08",4,50
30,0,0,1,0,50,0,"08",3,50
31,0,0,0,1,50,0,"08",4,50
32,0,0,1,0,50,0,"08",3,50
33,0,0,0,1,50,0,"08",4,50
34,0,0,1,0,50,0,"08",3,50
35,0,0,0,1,50,0,"08",4,50
36,0,0,1,0,50,0,"08",3,50
37,0,0,0,1,50,-250,"08",4,-200
38,0,1,0,0,100,0,"08",2,100
39,1,0,0,0,100,-300,"08",1,-200
40,0,1,0,0,100,0,"08",2,100
41,0,0,0,1,50,0,"08",4,50
42,0,1,0,0,100,0,"08",2,100
43,0,0,0,1,50,0,"08",4,50
44,0,1,0,0,100,0,"08",2,100
45,0,0,0,1,50,0,"08",4,50
46,0,1,0,0,100,0,"08",2,100
47,0,0,1,0,50,-50,"08",3,0
48,0,0,0,1,50,0,"08",4,50
49,0,0,1,0,50,0,"08",3,50
50,0,0,0,1,50,0,"08",4,50
51,0,0,1,0,50,-50,"08",3,0
52,1,0,0,0,100,-250,"08",1,-150
53,0,0,0,1,50,0,"08",4,50
54,0,0,1,0,50,-50,"08",3,0
55,0,0,0,1,50,0,"08",4,50
56,0,0,0,1,50,0,"08",4,50
57,0,0,0,1,50,0,"08",4,50
58,0,0,0,1,50,0,"08",4,50
59,0,0,0,1,50,0,"08",4,50
60,0,0,0,1,50,0,"08",4,50
61,0,0,0,1,50,0,"08",4,50
62,0,0,0,1,50,0,"08",4,50
63,0,0,0,1,50,0,"08",4,50
64,0,0,0,1,50,0,"08",4,50
65,0,0,0,1,50,0,"08",4,50
66,0,0,0,1,50,-250,"08",4,-200
67,0,0,1,0,50,0,"08",3,50
68,0,0,1,0,50,-50,"08",3,0
69,0,0,1,0,50,0,"08",3,50
70,0,0,0,1,50,0,"08",4,50
71,0,0,0,1,50,0,"08",4,50
72,0,0,0,1,50,0,"08",4,50
73,0,0,0,1,50,0,"08",4,50
74,0,0,0,1,50,0,"08",4,50
75,0,0,0,1,50,0,"08",4,50
76,0,0,0,1,50,0,"08",4,50
77,0,0,0,1,50,0,"08",4,50
78,0,0,0,1,50,0,"08",4,50
79,0,0,0,1,50,-250,"08",4,-200
80,0,1,0,0,100,0,"08",2,100
81,0,1,0,0,100,0,"08",2,100
82,0,1,0,0,100,0,"08",2,100
83,0,1,0,0,100,0,"08",2,100
84,0,1,0,0,100,0,"08",2,100
85,0,1,0,0,100,0,"08",2,100
86,0,1,0,0,100,0,"08",2,100
87,0,1,0,0,100,-1250,"08",2,-1150
88,1,0,0,0,100,-350,"08",1,-250
89,1,0,0,0,100,0,"08",1,100
90,1,0,0,0,100,0,"08",1,100
91,1,0,0,0,100,0,"08",1,100
92,1,0,0,0,100,0,"08",1,100
93,1,0,0,0,100,0,"08",1,100
94,1,0,0,0,100,-350,"08",1,-250
95,1,0,0,0,100,-250,"08",1,-150
96,0,0,1,0,50,-50,"08",3,0
97,0,0,1,0,50,-50,"08",3,0
98,0,0,1,0,50,-50,"08",3,0
99,0,0,0,1,50,0,"08",4,50
100,0,0,0,1,50,0,"08",4,50
101,0,0,0,1,50,-250,"08",4,-200
102,0,1,0,0,100,0,"08",2,100
103,0,1,0,0,100,0,"08",2,100
104,0,1,0,0,100,0,"08",2,100
105,0,1,0,0,100,0,"08",2,100
106,0,1,0,0,100,0,"08",2,100
107,0,1,0,0,100,0,"08",2,100
108,0,1,0,0,100,0,"08",2,100
109,0,1,0,0,100,0,"08",2,100
110,0,1,0,0,100,-1250,"08",2,-1150
111,1,0,0,0,100,0,"08",1,100
112,1,0,0,0,100,-200,"08",1,-100
113,0,0,1,0,50,-50,"08",3,0
114,0,0,0,1,50,0,"08",4,50
115,0,0,0,1,50,0,"08",4,50
116,0,0,0,1,50,0,"08",4,50
117,0,0,0,1,50,0,"08",4,50
118,0,0,0,1,50,0,"08",4,50
119,0,0,0,1,50,0,"08",4,50
120,0,0,0,1,50,0,"08",4,50
121,0,0,0,1,50,0,"08",4,50
122,0,0,0,1,50,0,"08",4,50
123,0,0,0,1,50,0,"08",4,50
124,0,0,0,1,50,0,"08",4,50
125,0,0,0,1,50,0,"08",4,50
126,0,0,0,1,50,0,"08",4,50
127,0,0,0,1,50,0,"08",4,50
128,0,0,0,1,50,-250,"08",4,-200
129,0,0,0,1,50,0,"08",4,50
130,0,0,0,1,50,0,"08",4,50
131,0,0,0,1,50,0,"08",4,50
132,0,0,0,1,50,0,"08",4,50
133,0,0,0,1,50,0,"08",4,50
134,0,1,0,0,100,0,"08",2,100
135,0,1,0,0,100,0,"08",2,100
136,0,1,0,0,100,0,"08",2,100
137,0,1,0,0,100,0,"08",2,100
138,0,1,0,0,100,0,"08",2,100
139,0,1,0,0,100,0,"08",2,100
140,0,1,0,0,100,0,"08",2,100
141,0,1,0,0,100,-1250,"08",2,-1150
142,0,0,0,1,50,0,"08",4,50
143,0,0,0,1,50,0,"08",4,50
144,0,1,0,0,100,0,"08",2,100
145,0,1,0,0,100,0,"08",2,100
146,1,0,0,0,100,-300,"08",1,-200
147,1,0,0,0,100,-150,"08",1,-50
148,1,0,0,0,100,-350,"08",1,-250
149,0,0,1,0,50,-50,"08",3,0
150,1,0,0,0,100,-250,"08",1,-150
1,0,0,1,0,50,-50,"09",3,0
2,0,0,0,1,50,0,"09",4,50
3,1,0,0,0,100,-350,"09",1,-250
4,0,1,0,0,100,0,"09",2,100
5,0,1,0,0,100,0,"09",2,100
6,0,1,0,0,100,0,"09",2,100
7,0,1,0,0,100,-1250,"09",2,-1150
8,0,0,1,0,50,0,"09",3,50
9,0,0,0,1,50,0,"09",4,50
10,1,0,0,0,100,-250,"09",1,-150
11,0,1,0,0,100,0,"09",2,100
12,0,1,0,0,100,0,"09",2,100
13,0,1,0,0,100,0,"09",2,100
14,0,1,0,0,100,0,"09",2,100
15,0,1,0,0,100,0,"09",2,100
16,0,1,0,0,100,0,"09",2,100
17,0,1,0,0,100,0,"09",2,100
18,0,1,0,0,100,0,"09",2,100
19,0,1,0,0,100,0,"09",2,100
20,0,1,0,0,100,-1250,"09",2,-1150
21,1,0,0,0,100,0,"09",1,100
22,1,0,0,0,100,0,"09",1,100
23,1,0,0,0,100,0,"09",1,100
24,1,0,0,0,100,-200,"09",1,-100
25,0,0,1,0,50,-50,"09",3,0
26,0,0,0,1,50,0,"09",4,50
27,0,1,0,0,100,0,"09",2,100
28,0,1,0,0,100,0,"09",2,100
29,0,1,0,0,100,0,"09",2,100
30,0,1,0,0,100,0,"09",2,100
31,0,1,0,0,100,0,"09",2,100
32,0,1,0,0,100,0,"09",2,100
33,0,1,0,0,100,0,"09",2,100
34,0,1,0,0,100,0,"09",2,100
35,0,1,0,0,100,0,"09",2,100
36,1,0,0,0,100,0,"09",1,100
37,1,0,0,0,100,-300,"09",1,-200
38,0,0,1,0,50,-50,"09",3,0
39,0,0,0,1,50,0,"09",4,50
40,0,1,0,0,100,0,"09",2,100
41,0,1,0,0,100,0,"09",2,100
42,0,1,0,0,100,0,"09",2,100
43,0,1,0,0,100,0,"09",2,100
44,0,1,0,0,100,0,"09",2,100
45,0,1,0,0,100,-1250,"09",2,-1150
46,1,0,0,0,100,0,"09",1,100
47,1,0,0,0,100,-150,"09",1,-50
48,0,1,0,0,100,0,"09",2,100
49,0,1,0,0,100,0,"09",2,100
50,0,1,0,0,100,0,"09",2,100
51,0,1,0,0,100,0,"09",2,100
52,0,1,0,0,100,0,"09",2,100
53,0,1,0,0,100,0,"09",2,100
54,0,1,0,0,100,0,"09",2,100
55,0,1,0,0,100,0,"09",2,100
56,0,1,0,0,100,0,"09",2,100
57,0,1,0,0,100,-1250,"09",2,-1150
58,1,0,0,0,100,0,"09",1,100
59,0,0,1,0,50,0,"09",3,50
60,0,0,0,1,50,0,"09",4,50
61,1,0,0,0,100,-350,"09",1,-250
62,1,0,0,0,100,0,"09",1,100
63,1,0,0,0,100,-250,"09",1,-150
64,0,1,0,0,100,0,"09",2,100
65,0,1,0,0,100,0,"09",2,100
66,0,1,0,0,100,0,"09",2,100
67,0,1,0,0,100,0,"09",2,100
68,0,1,0,0,100,-1250,"09",2,-1150
69,0,1,0,0,100,0,"09",2,100
70,0,1,0,0,100,0,"09",2,100
71,0,1,0,0,100,0,"09",2,100
72,0,1,0,0,100,0,"09",2,100
73,0,1,0,0,100,0,"09",2,100
74,0,1,0,0,100,0,"09",2,100
75,0,1,0,0,100,0,"09",2,100
76,0,1,0,0,100,0,"09",2,100
77,0,1,0,0,100,-1250,"09",2,-1150
78,1,0,0,0,100,0,"09",1,100
79,1,0,0,0,100,0,"09",1,100
80,1,0,0,0,100,-150,"09",1,-50
81,1,0,0,0,100,-300,"09",1,-200
82,1,0,0,0,100,0,"09",1,100
83,1,0,0,0,100,-200,"09",1,-100
84,0,1,0,0,100,0,"09",2,100
85,0,1,0,0,100,0,"09",2,100
86,0,1,0,0,100,0,"09",2,100
87,0,0,0,1,50,-250,"09",4,-200
88,0,0,0,1,50,0,"09",4,50
89,0,0,0,1,50,0,"09",4,50
90,0,0,0,1,50,0,"09",4,50
91,0,0,0,1,50,0,"09",4,50
92,0,0,1,0,50,0,"09",3,50
