subject,parameter,value
17,omega_f,3.4576631612168
17,omega_p,-7.39357479466424
17,theta,1
18,K,2.63018959570824
18,a_pun,0.121015334632036
18,a_rew,0.924075862451753
18,deviance,177.384743787404
18,omega_f,2.34636846855603
18,omega_p,0.623128088606014
18,theta,1
19,K,0.493556662506411
19,a_pun,0.261325202989383
19,a_rew,0.957700458432012
19,deviance,107.555924844393
19,omega_f,4.58706951773072
19,omega_p,-3.80464548593274
19,theta,1
20,K,0.342281434896582
20,a_pun,0.157042854647805
20,a_rew,0.947432608455429
20,deviance,155.421794492515
20,omega_f,5.13261157497463
20,omega_p,-3.80287192273249
20,theta,1
21,K,2.26151592405212
21,a_pun,0.0765282774033198
21,a_rew,0.225640441577628
21,deviance,106.459675300607
21,omega_f,4.70327352657707
21,omega_p,-1.45694804871364
21,theta,1
22,K,1.49579852753939
22,a_pun,0.0497428564491831
22,a_rew,0.27858937840279
22,deviance,163.462677239805
22,omega_f,4.43192606598753
22,omega_p,-1.64984037156699
22,theta,1
23,K,1.83917237609668
23,a_pun,0.136610488039693
23,a_rew,0.929839527460394
23,deviance,190.396579553172
23,omega_f,2.19056414896
23,omega_p,0.280072320128784
23,theta,1
24,K,3.05292167021807
24,a_pun,0.158557677867803
24,a_rew,0.931769667553785
24,deviance,139.805758404309
24,omega_f,1.64377630376539
24,omega_p,2.47885079668419
24,theta,1
25,K,0.229787121258558
25,a_pun,0.191325524809829
25,a_rew,0.976546364792232
25,deviance,158.479884006322
25,omega_f,4.5980583424137
25,omega_p,-4.57489297582345
25,theta,1
26,K,2.84620201262842
26,a_pun,0.145132896360029
26,a_rew,0.921149190960687
26,deviance,144.355728212852
26,omega_f,2.90263177259898
26,omega_p,-0.390014785542016
26,theta,1
27,K,3.2935739281459
27,a_pun,0.0587391201654134
27,a_rew,0.387219797457334
27,deviance,161.579142443253
27,omega_f,2.49710516567646
27,omega_p,2.5682293994318
27,theta,1
28,K,3.5887466571757
28,a_pun,0.0715649364441191
28,a_rew,0.337734944797066
28,deviance,249.354476082605
28,omega_f,0.251533628013261
28,omega_p,3.89298635240902
28,theta,1
29,K,0.190580247910324
29,a_pun,0.163907446922987
29,a_rew,0.961630112288372
29,deviance,126.836722133692
29,omega_f,5.34160387966048
29,omega_p,-4.52030205616463
29,theta,1
30,K,0.245330736329409
30,a_pun,0.238432980306653
30,a_rew,0.943163002424877
30,deviance,75.6725245875035
30,omega_f,5.73767089995776
30,omega_p,-4.97291818579728
30,theta,1
31,K,3.01498958259681
31,a_pun,0.0516187597699118
31,a_rew,0.271888684930551
31,deviance,117.981939658141
31,omega_f,3.47918530240388
31,omega_p,0.956539469432581
31,theta,1
32,K,0.17603246429479
32,a_pun,0.179976963830609
32,a_rew,0.972387038499939
32,deviance,136.498084887323
32,omega_f,4.68501827321958
32,omega_p,-4.42403219858539
32,theta,1
33,K,3.73670330912896
33,a_pun,0.10222713108752
33,a_rew,0.918674603922318
33,deviance,225.637625484071
33,omega_f,0.61654283634467
33,omega_p,3.54311691815162
33,theta,1
34,K,0.747501312437634
34,a_pun,0.206077194549055
34,a_rew,0.956842327252212
34,deviance,198.935727304622
34,omega_f,2.90565953900046
34,omega_p,-2.72489902019734
34,theta,1
35,K,3.01338101966712
35,a_pun,0.0693660150626935
35,a_rew,0.506904636202982
35,deviance,159.234134378025
35,omega_f,2.44418934410779
35,omega_p,2.66042732360336
35,theta,1
36,K,3.34029861372545
36,a_pun,0.126712082894348
36,a_rew,0.881989660254313
36,deviance,184.468549664945
36,omega_f,1.62443829020205
36,omega_p,1.73662848361841
36,theta,1
37,K,0.125854499996457
37,a_pun,0.241446358993494
37,a_rew,0.961109983659449
37,deviance,95.9039111434693
37,omega_f,5.17858918978301
37,omega_p,-6.2603956634443
37,theta,1
38,K,0.162131768377056
38,a_pun,0.188425288247874
38,a_rew,0.965626451591538
38,deviance,99.703746982614
38,omega_f,7.16732463655811
38,omega_p,-6.95201595411992
38,theta,1
39,K,0.150082421439005
39,a_pun,0.185455182791424
39,a_rew,0.96923433457424
39,deviance,104.60628733592
39,omega_f,5.91637970971495
39,omega_p,-5.80480499525723
39,theta,1
40,K,0.597418145315637
40,a_pun,0.125014881736266
40,a_rew,0.915645443215953
40,deviance,251.546983689854
40,omega_f,1.96260386796444
40,omega_p,-3.44874254111801
40,theta,1
41,K,3.20801519004615
41,a_pun,0.119225976859386
41,a_rew,0.890169906707243
41,deviance,156.319785947137
41,omega_f,1.96472106642689
41,omega_p,2.60164371656678
41,theta,1
42,K,0.565243557135082
42,a_pun,0.0779913114355556
42,a_rew,0.296060426824418
42,deviance,102.552628407901
42,omega_f,6.87547086983162
42,omega_p,-4.15527329588555
42,theta,1
