subject,parameter,value
15,a_pun,0.185312982914969
15,a_rew,0.945045982360307
15,deviance,141.98980848406
15,omega_f,3.25876313158245
15,omega_p,1.95526044237449
15,theta,1
16,K,2.23718288760935
16,a_pun,0.0117328457916895
16,a_rew,0.142712050883323
16,deviance,129.383901923678
16,omega_f,5.05884668813512
16,omega_p,-2.5030839248861
16,theta,1
17,K,1.18907447046005
17,a_pun,0.00693871873872858
17,a_rew,0.28114877488383
17,deviance,267.222020025058
17,omega_f,5.18266661312634
17,omega_p,-1.9000860675312
17,theta,1
18,K,0.925065074431403
18,a_pun,0.211364028475554
18,a_rew,0.976698051154049
18,deviance,204.403482150636
18,omega_f,3.84893158002416
18,omega_p,-2.53106900477262
18,theta,1
19,K,3.52362836606837
19,a_pun,0.335306166816154
19,a_rew,0.888212634647783
19,deviance,182.779198628163
19,omega_f,1.41207216157634
19,omega_p,3.70669719102303
19,theta,1
20,K,1.18086844802786
20,a_pun,0.020604636928398
20,a_rew,0.167682826230491
20,deviance,155.07226470372
20,omega_f,6.0526851722257
20,omega_p,-4.5371270591249
20,theta,1
21,K,2.42089684346907
21,a_pun,0.046808371935836
21,a_rew,0.199213929240601
21,deviance,104.656643752005
21,omega_f,4.89092395539584
21,omega_p,-2.29015477446943
21,theta,1
22,K,1.48277076712208
22,a_pun,0.0915974164957016
22,a_rew,0.195926197722073
22,deviance,96.4290517341886
22,omega_f,-3.31430135222823
22,omega_p,4.38529931590962
22,theta,1
23,K,0.130762938741568
23,a_pun,0.166809090467404
23,a_rew,0.910960615962117
23,deviance,129.327310584633
23,omega_f,7.06386959024471
23,omega_p,-6.00335595326438
23,theta,1
24,K,1.96823981215876
24,a_pun,0.00396024710386047
24,a_rew,0.210777983438226
24,deviance,271.463971356576
24,omega_f,4.72824790223858
24,omega_p,-1.96615078629077
24,theta,1
25,K,0.299947154871964
25,a_pun,0.182937548362734
25,a_rew,0.972446540906882
25,deviance,124.317241112168
25,omega_f,7.78206643578718
25,omega_p,-6.41668014851371
25,theta,1
26,K,0.0968913067417388
26,a_pun,0.227793825663718
26,a_rew,0.668518366943822
26,deviance,69.9934450053949
26,omega_f,-0.124977513040634
26,omega_p,5.85796485986277
26,theta,1
27,K,3.26742650555475
27,a_pun,0.17838597757466
27,a_rew,0.965779725903978
27,deviance,209.743320806424
27,omega_f,2.46947487317057
27,omega_p,2.18432512368101
27,theta,1
28,K,2.27357092504112
