subject,parameter,value
15,omega_p,-1.17943997796888
15,theta,1
16,K,2.36247473287485
16,a_pun,0.167377396962803
16,a_rew,0.851185071538928
16,deviance,365.652963899546
16,omega_f,1.24372997131573
16,omega_p,-6.65733146369228
16,theta,1
17,K,3.10556987122643
17,a_pun,0.103948020744104
17,a_rew,0.7128069450898
17,deviance,373.141095190341
17,omega_f,0.640013676402837
17,omega_p,0.248464658005967
17,theta,1
18,K,3.1292838763428
18,a_pun,0.0733035074476232
18,a_rew,0.114974489044755
18,deviance,280.293752387889
18,omega_f,2.07718456930325
18,omega_p,2.03719924785444
18,theta,1
19,K,3.01948149114776
19,a_pun,0.0951655879907673
19,a_rew,0.62184442460543
19,deviance,292.838693522154
19,omega_f,2.87255943929147
19,omega_p,-0.5269846992149
19,theta,1
20,K,2.16809247778983
20,a_pun,0.0680552197258099
20,a_rew,0.334348984840271
20,deviance,377.063555393664
20,omega_f,2.11205433759424
20,omega_p,-1.31132601476819
20,theta,1
21,K,2.11731063126918
21,a_pun,0.0375116395154528
21,a_rew,0.223347543274335
21,deviance,169.524184531136
21,omega_f,1.91842248126646
21,omega_p,5.89176258075958
21,theta,1
22,K,3.96514808770079
22,a_pun,0.0265206803831394
22,a_rew,0.811270272202222
22,deviance,380.831802702668
22,omega_f,-2.74203748043984
22,omega_p,4.04894040927457
22,theta,1
23,K,2.97664078169697
23,a_pun,0.12864034107527
23,a_rew,0.841895768095844
23,deviance,226.651968886669
23,omega_f,2.60208328179083
23,omega_p,0.0350367469881987
23,theta,1
24,K,3.67582718074153
24,a_pun,0.0146983450022649
24,a_rew,0.666679849734205
24,deviance,380.944300775179
24,omega_f,-1.8777252624848
24,omega_p,3.64127120133388
24,theta,1
25,K,3.01568825372711
25,a_pun,0.140011155815327
25,a_rew,0.759702629165864
25,deviance,202.006062117996
25,omega_f,2.10641548197539
25,omega_p,1.78264332191472
25,theta,1
26,K,1.60261215866177
26,a_pun,0.0198296410367938
26,a_rew,0.604233786772507
26,deviance,150.873273036616
26,omega_f,0.604507059615612
26,omega_p,6.12093177951367
26,theta,1
27,K,1.9553646499035
27,a_pun,0.0972549898444372
27,a_rew,0.469982621541671
27,deviance,232.077302247733
27,omega_f,0.67427782981046
27,omega_p,5.5107146596025
27,theta,1
28,K,2.84012731756131
28,a_pun,0.0274015622745221
28,a_rew,0.289102301452045
28,deviance,248.480066916472
28,omega_f,3.22370720243649
28,omega_p,0.314728510287541
28,theta,1
29,K,0.877967900417189
29,a_pun,0.0788669170630242
29,a_rew,0.613536082512481
29,deviance,378.051970478226
29,omega_f,2.78871406315786
29,omega_p,-3.34079616408212
29,theta,1
30,K,0.0758303692944958
30,a_pun,0.0187339371682109
30,a_rew,0.452176061164319
30,deviance,254.37440017982
30,omega_f,0.405067668908959
30,omega_p,4.24194368804107
30,theta,1
31,K,2.67154549789941
31,a_pun,0.0674840474195362
31,a_rew,0.260096063661102
31,deviance,78.8278515324044
31,omega_f,4.08228551763706
31,omega_p,1.45544017046567
31,theta,1
32,K,2.57249189336404
32,a_pun,0.173794511688178
32,a_rew,0.849569899794081
32,deviance,186.65784834997
32,omega_f,1.53702877255493
32,omega_p,3.71963572413232
32,theta,1
33,K,2.82650229918197
33,a_pun,0.0370999416951998
33,a_rew,0.424058970972176
33,deviance,300.173531371691
33,omega_f,0.356099684859818
33,omega_p,5.52827101851885
33,theta,1
34,K,1.6960869258551
34,a_pun,0.0346166138174803
34,a_rew,0.109189573989864
34,deviance,249.92169639716
34,omega_f,1.90630744380747
34,omega_p,4.12252965395908
34,theta,1
35,K,2.62724080426226
35,a_pun,0.15899994675985
35,a_rew,0.823166154347215
35,deviance,378.480343571065
35,omega_f,0.5888675478493
35,omega_p,-0.354874270718175
35,theta,1
36,K,0.496162893295606
36,a_pun,0.0750619710560191
36,a_rew,0.1462959044397
36,deviance,363.123159757113
36,omega_f,0.166593235043022
36,omega_p,2.97031191925196
36,theta,1
37,K,2.93902134414276
37,a_pun,0.0114173842272578
37,a_rew,0.272955074984387
37,deviance,272.61717085394
37,omega_f,1.0763756180114
37,omega_p,5.09699360946343
37,theta,1
38,K,2.72818401947048
38,a_pun,0.0284639737329718
38,a_rew,0.304006553832537
38,deviance,340.514682278956
38,omega_f,2.80382648012252
38,omega_p,-1.30468778055768
38,theta,1
39,K,0.144323016334408
39,a_pun,0.0244719568590832
39,a_rew,0.700266160963147
39,deviance,229.495480783553
39,omega_f,-1.25791174961654
39,omega_p,4.59501522427693
39,theta,1
40,K,3.02420227897849
40,a_pun,0.0341966557805721
40,a_rew,0.356642198955445
40,deviance,377.63645148508
40,omega_f,-1.29811853050235
40,omega_p,4.66506760575863
40,theta,1
41,K,3.72916096803748
41,a_pun,0.0446232359978876
41,a_rew,0.187085505944924
41,deviance,355.881243687862
41,omega_f,2.94895500943603
41,omega_p,-4.33364706289025
41,theta,1
42,K,0.0499806524255059
42,a_pun,0.0512832978081226
42,a_rew,0.380441295667049
42,deviance,332.495247161849
42,omega_f,-0.282390639274626
42,omega_p,4.38372132595983
42,theta,1
