subject,parameter,value
35,a_pun,0.186413578667347
35,a_rew,0.910827737793134
35,deviance,109.602984048481
35,omega_f,2.7761097183974
35,omega_p,3.69372089667912
35,theta,1
36,K,1.48512739611221
36,a_pun,0.161880765221779
36,a_rew,0.964725146326854
36,deviance,204.447000261215
36,omega_f,3.65971175329257
36,omega_p,-0.995312977967907
36,theta,1
37,K,2.34154432477744
37,a_pun,0.113880757810625
37,a_rew,0.254596901621275
37,deviance,84.6826539031933
37,omega_f,5.40526144707385
37,omega_p,-2.53735249839639
37,theta,1
38,K,1.94180932413582
38,a_pun,0.185751358974345
38,a_rew,0.88761855983316
38,deviance,99.7088086030837
38,omega_f,4.84575935770227
38,omega_p,-0.975352259549446
38,theta,1
39,K,2.37262405142952
39,a_pun,0.090864616774534
39,a_rew,0.309952865891208
39,deviance,90.4616147097572
39,omega_f,4.88282831489253
39,omega_p,-1.87647207527839
39,theta,1
40,K,2.87712537585775
40,a_pun,0.182840637213608
40,a_rew,0.959975877951686
40,deviance,177.463762845616
40,omega_f,2.79907347543157
40,omega_p,0.703736592227108
40,theta,1
41,K,1.94474985255415
41,a_pun,0.114705295260605
41,a_rew,0.323296088673484
41,deviance,80.4276453880551
41,omega_f,6.00362171769939
41,omega_p,-3.31034212664473
41,theta,1
42,K,0.228251315840089
42,a_pun,0.182641113878127
42,a_rew,0.942860858155114
42,deviance,126.418313978628
42,omega_f,3.04371285034594
42,omega_p,4.00974873850035
42,theta,1
